OID_,ECOLSYS_LU,VALUE_1,VALUE_2,VALUE_3,VALUE_4,L3eco,NoThreat,LowThreat,MedThreat,HighThreat,AllThreat,Total,Percent
,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,48618900.000000000000000,79200.000000000000000,81900.000000000000000,221400.000000000000000,43,4861.8901367,7.9200001,8.1899996,22.1399994,38.2500000,4900.1401367,0.7805900
,Rocky Mountain Subalpine Mesic Spruce-Fir Forest and Woodland,5621400.000000000000000,0.000000000000000,0.000000000000000,900.000000000000000,43,562.1400146,0.0000000,0.0000000,0.0900000,0.0900000,562.2299805,0.0160077
,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,180900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,43,18.0900002,0.0000000,0.0000000,0.0000000,0.0000000,18.0900002,0.0000000
,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,27879300.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,43,2787.9299316,0.0000000,0.0000000,0.0000000,0.0000000,2787.9299316,0.0000000
,Southern Rocky Mountain Ponderosa Pine Woodland,18183600.000000000000000,36900.000000000000000,27900.000000000000000,93600.000000000000000,43,1818.3599854,3.6900001,2.7900000,9.3599997,15.8400002,1834.1999512,0.8635920
,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,78861600.000000000000000,35100.000000000000000,29700.000000000000000,37800.000000000000000,43,7886.1601563,3.5100000,2.9700000,3.7800000,10.2600002,7896.4199219,0.1299320
,Northwestern Great Plains Floodplain,678633300.000000000000000,3791700.000000000000000,1292400.000000000000000,10758600.000000000000000,43,67863.2968750,379.1700134,129.2400055,1075.8599854,1584.2700195,69447.6015625,2.2812500
,Northwestern Great Plains Riparian,5896447200.000000000000000,6276600.000000000000000,3535200.000000000000000,18761400.000000000000000,43,589645.0000000,627.6599731,353.5199890,1876.1400146,2857.3200684,592502.0000000,0.4822460
,Western Great Plains Floodplain,596700.000000000000000,9000.000000000000000,19800.000000000000000,48600.000000000000000,43,59.6699982,0.9000000,1.9800000,4.8600001,7.7399998,67.4100037,11.4820004
,Western Great Plains Floodplain Systems,3664809900.000000000000000,9429300.000000000000000,3835800.000000000000000,16320600.000000000000000,43,366481.0000000,942.9299927,383.5799866,1632.0600586,2958.5700684,369440.0000000,0.8008260
,Western Great Plains Riparian Woodland and Shrubland,648821700.000000000000000,1695600.000000000000000,811800.000000000000000,4630500.000000000000000,43,64882.1992188,169.5599976,81.1800003,463.0499878,713.7899780,65596.0000000,1.0881600
,Southeastern Great Plains Floodplain Forest,94500.000000000000000,0.000000000000000,900.000000000000000,900.000000000000000,43,9.4499998,0.0000000,0.0900000,0.0900000,0.1800000,9.6300001,1.8691601
,Northern Rocky Mountain Conifer Swamp,73800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,43,7.3800001,0.0000000,0.0000000,0.0000000,0.0000000,7.3800001,0.0000000
,Northern Rocky Mountain Lower Montane Riparian Woodland and Shrubland,149681700.000000000000000,31500.000000000000000,0.000000000000000,166500.000000000000000,43,14968.2001953,3.1500001,0.0000000,16.6499996,19.7999992,14988.0000000,0.1321060
,Rocky Mountain Lower Montane Riparian Woodland and Shrubland,404396100.000000000000000,1531800.000000000000000,838800.000000000000000,2510100.000000000000000,43,40439.6015625,153.1799927,83.8799973,251.0099945,488.0700073,40927.6992188,1.1925200
,Rocky Mountain Subalpine-Montane Riparian Woodland,9233100.000000000000000,1800.000000000000000,19800.000000000000000,62100.000000000000000,43,923.3099976,0.1800000,1.9800000,6.2100000,8.3699999,931.6799927,0.8983770
,"Northern Rocky Mountain Lower Montane, Foothill and Valley Grassland",4253314500.000000000000000,5850900.000000000000000,2632500.000000000000000,5927400.000000000000000,43,425331.0000000,585.0900269,263.2500000,592.7399902,1441.0799561,426772.0000000,0.3376700
,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,276516000.000000000000000,282600.000000000000000,150300.000000000000000,1183500.000000000000000,43,27651.5996094,28.2600002,15.0299997,118.3499985,161.6399994,27813.1992188,0.5811630
,Northern Rocky Mountain Subalpine Deciduous Shrubland,15163200.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,43,1516.3199463,0.0000000,0.0000000,0.0000000,0.0000000,1516.3199463,0.0000000
,Northern Rocky Mountain Subalpine-Upper Montane Grassland,52781400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,43,5278.1401367,0.0000000,0.0000000,0.0000000,0.0000000,5278.1401367,0.0000000
,Southern Rocky Mountain Montane-Subalpine Grassland,8419500.000000000000000,0.000000000000000,0.000000000000000,1800.000000000000000,43,841.9500122,0.0000000,0.0000000,0.1800000,0.1800000,842.1300049,0.0213744
,Rocky Mountain Lower Montane-Foothill Shrubland,8736300.000000000000000,8100.000000000000000,900.000000000000000,11700.000000000000000,43,873.6300049,0.8100000,0.0900000,1.1700000,2.0699999,875.7000122,0.2363820
,Rocky Mountain Subalpine-Montane Mesic Meadow,773857800.000000000000000,226800.000000000000000,157500.000000000000000,366300.000000000000000,43,77385.7968750,22.6800003,15.7500000,36.6300011,75.0599976,77460.8984375,0.0969005
,Central Mixedgrass Prairie,185020200.000000000000000,111600.000000000000000,35100.000000000000000,100800.000000000000000,43,18502.0000000,11.1599998,3.5100000,10.0799999,24.7500000,18526.8007813,0.1335900
,Northwestern Great Plains Mixedgrass Prairie,142043948100.000000000000000,127611900.000000000000000,58637700.000000000000000,231838200.000000000000000,43,14204400.0000000,12761.2001953,5863.7700195,23183.8007813,41808.8007813,14246200.0000000,0.2934730
,Western Great Plains Tallgrass Prairie,91063800.000000000000000,88200.000000000000000,25200.000000000000000,183600.000000000000000,43,9106.3798828,8.8199997,2.5200000,18.3600006,29.7000008,9136.0800781,0.3250850
,Western Great Plains Sand Prairie,15468597000.000000000000000,10696500.000000000000000,4406400.000000000000000,18955800.000000000000000,43,1546860.0000000,1069.6500244,440.6400146,1895.5799561,3405.8701172,1550270.0000000,0.2196950
,Western Great Plains Sandhill Steppe,154165500.000000000000000,11700.000000000000000,900.000000000000000,4500.000000000000000,43,15416.5000000,1.1700000,0.0900000,0.4500000,1.7100000,15418.2001953,0.0110908
,Western Great Plains Shortgrass Prairie,3755282400.000000000000000,1849500.000000000000000,756900.000000000000000,1119600.000000000000000,43,375528.0000000,184.9499969,75.6900024,111.9599991,372.6000061,375901.0000000,0.0991218
,North-Central Interior Oak Savanna,288900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,43,28.8899994,0.0000000,0.0000000,0.0000000,0.0000000,28.8899994,0.0000000
,Rocky Mountain Subalpine-Montane Fen,14618700.000000000000000,2700.000000000000000,5400.000000000000000,14400.000000000000000,43,1461.8699951,0.2700000,0.5400000,1.4400001,2.2500000,1464.1199951,0.1536760
,"Eastern Great Plains Wet Meadow, Prairie  and Marsh",136438200.000000000000000,900.000000000000000,0.000000000000000,10800.000000000000000,43,13643.7998047,0.0900000,0.0000000,1.0800000,1.1700000,13645.0000000,0.0085746
,Great Plains Prairie Pothole,27900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,43,2.7900000,0.0000000,0.0000000,0.0000000,0.0000000,2.7900000,0.0000000
,Western Great Plains Closed Depression Wetland,118539900.000000000000000,519300.000000000000000,187200.000000000000000,1101600.000000000000000,43,11854.0000000,51.9300003,18.7199993,110.1600037,180.8099976,12034.7998047,1.5023900
,Western Great Plains Depressional Wetland Systems,1211803200.000000000000000,2006100.000000000000000,1031400.000000000000000,6602400.000000000000000,43,121180.0000000,200.6100006,103.1399994,660.2399902,963.9899902,122144.0000000,0.7892240
,Western Great Plains Open Freshwater Depression Wetland,105869700.000000000000000,328500.000000000000000,68400.000000000000000,529200.000000000000000,43,10587.0000000,32.8499985,6.8400002,52.9199982,92.6100006,10679.5996094,0.8671670
,Northern Rocky Mountain Wooded Vernal Pool,32400.000000000000000,0.000000000000000,0.000000000000000,2700.000000000000000,43,3.2400000,0.0000000,0.0000000,0.2700000,0.2700000,3.5100000,7.6923099
,Rocky Mountain Alpine-Montane Wet Meadow,47322000.000000000000000,28800.000000000000000,12600.000000000000000,42300.000000000000000,43,4732.2001953,2.8800001,1.2600000,4.2300000,8.3699999,4740.5698242,0.1765610
,Rocky Mountain Subalpine-Montane Riparian Shrubland,22919400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,43,2291.9399414,0.0000000,0.0000000,0.0000000,0.0000000,2291.9399414,0.0000000
,North American Arid West Emergent Marsh,43479900.000000000000000,54000.000000000000000,28800.000000000000000,210600.000000000000000,43,4347.9902344,5.4000001,2.8800001,21.0599995,29.3400002,4377.3300781,0.6702720
,Western Great Plains Saline Depression Wetland,258660900.000000000000000,512100.000000000000000,133200.000000000000000,1471500.000000000000000,43,25866.0996094,51.2099991,13.3199997,147.1499939,211.6799927,26077.8007813,0.8117250
,Inter-Mountain Basins Alkaline Closed Depression,79200.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,43,7.9200001,0.0000000,0.0000000,0.0000000,0.0000000,7.9200001,0.0000000
,Inter-Mountain Basins Greasewood Flat,1484379000.000000000000000,1181700.000000000000000,324000.000000000000000,2717100.000000000000000,43,148438.0000000,118.1699982,32.4000015,271.7099915,422.2799988,148860.0000000,0.2836760
,Inter-Mountain Basins Mat Saltbush Shrubland,942868800.000000000000000,786600.000000000000000,417600.000000000000000,1702800.000000000000000,43,94286.8984375,78.6600037,41.7599983,170.2799988,290.7000122,94577.6015625,0.3073670
,Inter-Mountain Basins Big Sagebrush Shrubland,137722500.000000000000000,239400.000000000000000,108000.000000000000000,567000.000000000000000,43,13772.2998047,23.9400005,10.8000002,56.7000008,91.4400024,13863.7001953,0.6595640
,Inter-Mountain Basins Big Sagebrush Steppe,66888957600.000000000000000,44320500.000000000000000,20836800.000000000000000,85971600.000000000000000,43,6688900.0000000,4432.0498047,2083.6799316,8597.1601563,15112.9003906,6704010.0000000,0.2254310
,Inter-Mountain Basins Montane Sagebrush Steppe,2161263600.000000000000000,569700.000000000000000,261900.000000000000000,506700.000000000000000,43,216126.0000000,56.9700012,26.1900005,50.6699982,133.8300018,216260.0000000,0.0618838
,Wyoming Basins Dwarf Sagebrush Shrubland and Steppe,18915300.000000000000000,57600.000000000000000,17100.000000000000000,68400.000000000000000,43,1891.5300293,5.7600002,1.7100000,6.8400002,14.3100004,1905.8399658,0.7508500
,"Rocky Mountain Cliff, Canyon and Massive Bedrock",15186600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,43,1518.6600342,0.0000000,0.0000000,0.0000000,0.0000000,1518.6600342,0.0000000
,Western Great Plains Badland,8494868700.000000000000000,3954600.000000000000000,1555200.000000000000000,6496200.000000000000000,43,849487.0000000,395.4599915,155.5200043,649.6199951,1200.5999756,850688.0000000,0.1411330
,Southwestern Great Plains Canyon,3131100.000000000000000,1800.000000000000000,3600.000000000000000,20700.000000000000000,43,313.1099854,0.1800000,0.3600000,2.0699999,2.6099999,315.7200012,0.8266820
,Western Great Plains Cliff and Outcrop,32215500.000000000000000,0.000000000000000,0.000000000000000,4500.000000000000000,43,3221.5500488,0.0000000,0.0000000,0.4500000,0.4500000,3222.0000000,0.0139665
,Inter-Mountain Basins Active and Stabilized Dune,469856700.000000000000000,1003500.000000000000000,352800.000000000000000,980100.000000000000000,43,46985.6992188,100.3499985,35.2799988,98.0100021,233.6399994,47219.3007813,0.4947980
,Inter-Mountain Basins Cliff and Canyon,5193000.000000000000000,53100.000000000000000,21600.000000000000000,126000.000000000000000,43,519.2999878,5.3099999,2.1600001,12.6000004,20.0699997,539.3699951,3.7210100
,Inter-Mountain Basins Shale Badland,16562700.000000000000000,124200.000000000000000,81900.000000000000000,353700.000000000000000,43,1656.2700195,12.4200001,8.1899996,35.3699989,55.9799995,1712.2500000,3.2693801
,Rocky Mountain Alpine Bedrock and Scree,207900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,43,20.7900009,0.0000000,0.0000000,0.0000000,0.0000000,20.7900009,0.0000000
,Cultivated Cropland,39730256100.000000000000000,90224100.000000000000000,38619900.000000000000000,157474800.000000000000000,43,3973030.0000000,9022.4101563,3861.9899902,15747.5000000,28631.9003906,4001660.0000000,0.7155010
,Pasture/Hay,9482640300.000000000000000,35705700.000000000000000,16014600.000000000000000,69828300.000000000000000,43,948264.0000000,3570.5700684,1601.4599609,6982.8300781,12154.9003906,960419.0000000,1.2655801
,Introduced Upland Vegetation - Annual Grassland,2226766500.000000000000000,2441700.000000000000000,904500.000000000000000,2574900.000000000000000,43,222677.0000000,244.1699982,90.4499969,257.4899902,592.1099854,223269.0000000,0.2652000
,Introduced Upland Vegetation - Perennial Grassland and Forbland,8122068900.000000000000000,9909000.000000000000000,6066000.000000000000000,26831700.000000000000000,43,812207.0000000,990.9000244,606.5999756,2683.1699219,4280.6699219,816488.0000000,0.5242780
,Introduced Upland Vegetation - Shrub,1680300.000000000000000,0.000000000000000,0.000000000000000,8100.000000000000000,43,168.0299988,0.0000000,0.0000000,0.8100000,0.8100000,168.8399963,0.4797440
,Introduced Riparian and Wetland Vegetation,148470300.000000000000000,995400.000000000000000,472500.000000000000000,3192300.000000000000000,43,14847.0000000,99.5400009,47.2500000,319.2300110,466.0199890,15313.0000000,3.0432999
,"Disturbed, Non-specific",2194575300.000000000000000,367200.000000000000000,139500.000000000000000,896400.000000000000000,43,219458.0000000,36.7200012,13.9499998,89.6399994,140.3099976,219598.0000000,0.0638940
,Harvested Forest - Grass/Forb Regeneration,6354000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,43,635.4000244,0.0000000,0.0000000,0.0000000,0.0000000,635.4000244,0.0000000
,Harvested Forest-Shrub Regeneration,6469200.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,43,646.9199829,0.0000000,0.0000000,0.0000000,0.0000000,646.9199829,0.0000000
,Harvested Forest - Northwestern Conifer Regeneration,10643400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,43,1064.3399658,0.0000000,0.0000000,0.0000000,0.0000000,1064.3399658,0.0000000
,Recently burned shrubland,138496500.000000000000000,1304100.000000000000000,786600.000000000000000,3681900.000000000000000,43,13849.7001953,130.4100037,78.6600037,368.1900024,577.2600098,14427.0000000,4.0012498
,Recently burned forest,81788400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,43,8178.8398438,0.0000000,0.0000000,0.0000000,0.0000000,8178.8398438,0.0000000
,Open Water (Fresh),5059663200.000000000000000,3203100.000000000000000,1485000.000000000000000,8290800.000000000000000,43,505966.0000000,320.3099976,148.5000000,829.0800171,1297.8900146,507264.0000000,0.2558610
,"Quarries, Mines, Gravel Pits and Oil Wells",464365800.000000000000000,430200.000000000000000,588600.000000000000000,743400.000000000000000,43,46436.6015625,43.0200005,58.8600006,74.3399963,176.2200012,46612.8007813,0.3780510
,"Developed, Open Space",3800853900.000000000000000,20211300.000000000000000,12142800.000000000000000,85179600.000000000000000,43,380085.0000000,2021.1300049,1214.2800293,8517.9599609,11753.4003906,391838.0000000,2.9995601
,"Developed, Low Intensity",761510700.000000000000000,7603200.000000000000000,4807800.000000000000000,49244400.000000000000000,43,76151.1015625,760.3200073,480.7799988,4924.4399414,6165.5400391,82316.6015625,7.4900298
,"Developed, Medium Intensity",294105600.000000000000000,1404000.000000000000000,924300.000000000000000,13439700.000000000000000,43,29410.5996094,140.3999939,92.4300003,1343.9699707,1576.8000488,30987.4003906,5.0885201
,"Developed, High Intensity",37527300.000000000000000,175500.000000000000000,117900.000000000000000,1753200.000000000000000,43,3752.7299805,17.5499992,11.7900000,175.3200073,204.6600037,3957.3898926,5.1715899
